video_label,Label,Avg,Stats,Serial
YW_WILTY_EP53_lie4,lie,85.0,"mean=85.0, std=6.4, max=100, min=73, range=27","[ 84  82  80  82  85  86  85  84  82  79  79  83  89  93  92  89  86  84
  82  79  78  81  84  87  89  90  92  95  99 100  94  85  77  73  74  76]"
YW_WILTY_EP53_truth1,truth,71.3,"mean=71.3, std=2.5, max=76, min=68, range=8",[76 75 74 73 71 69 68 70 71 71 69 69]
YW_WILTY_EP53_truth10,truth,72.6,"mean=72.6, std=2.0, max=76, min=69, range=7",[69 72 74 75 74 73 72 71 70 71 74 76]
YW_WILTY_EP53_truth11,truth,73.7,"mean=73.7, std=6.7, max=85, min=62, range=23",[77 77 77 78 79 82 85 84 79 74 72 72 73 73 71 69 65 62 62 63]
YW_WILTY_EP53_truth12,truth,79.8,"mean=79.8, std=7.4, max=98, min=69, range=29",[87 92 98 97 89 79 72 69 73 79 82 80 76 74 73 74 75 76 77 78 79 79 79 79]
YW_WILTY_EP53_truth2,truth,80.6,"mean=80.6, std=8.2, max=103, min=66, range=37","[ 76  76  76  76  76  75  74  72  70  68  66  68  73  80  86  85  82  82
  88  91  88  82  78  77  81  86  89  87  85  87  95 103]"
YW_WILTY_EP53_truth9,truth,76.4,"mean=76.4, std=6.2, max=86, min=69, range=17",[73 71 70 69 71 74 73 71 69 70 72 77 83 86 85 83 84 85 83 80]
YW_WILTY_EP54_lie8,lie,81.4,"mean=81.4, std=4.1, max=90, min=75, range=15",[90 90 89 86 82 79 80 82 83 81 79 77 79 80 79 78 80 81 79 75]
YW_WILTY_EP54_truth1,truth,81.1,"mean=81.1, std=5.2, max=89, min=73, range=16",[81 83 86 86 81 76 73 73 74 76 80 86 89 88 84 81]
YW_WILTY_EP54_truth2,truth,78.4,"mean=78.4, std=7.1, max=94, min=67, range=27","[93 91 86 78 73 72 73 74 76 79 83 84 82 77 75 76 80 82 80 75 72 70 69 68
 67 68 71 78 88 94 91 84 79 78 78 78]"
YW_WILTY_EP54_truth3,truth,72.2,"mean=72.2, std=3.7, max=77, min=66, range=11",[76 76 77 76 74 72 73 75 77 77 77 76 73 71 69 68 67 67 68 70 70 70 68 66]
YW_WILTY_EP54_truth4,truth,78.5,"mean=78.5, std=8.4, max=91, min=67, range=24",[74 73 71 69 67 67 69 75 81 85 86 86 89 91 88 85]
YW_WILTY_EP55_lie1,lie,87.6,"mean=87.6, std=7.7, max=102, min=76, range=26","[ 98  98  98  94  89  83  78  76  79  86  94  99  98  94  91  89  88  87
  86  85  83  82  79  78  79  81  82  80  78  80  83  87  92  97 101 102]"
YW_WILTY_EP55_lie10,lie,93.0,"mean=93.0, std=3.9, max=101, min=87, range=14","[ 89  92  97 101  99  96  94  91  88  87  87  88  89  92  96  97  96  93
  93  95  96  95  91  89]"
YW_WILTY_EP55_lie11,lie,87.2,"mean=87.2, std=6.3, max=95, min=73, range=22",[92 92 92 92 91 89 86 81 76 73 74 77 83 89 93 95 94 91 89 88 88 89 90 90]
YW_WILTY_EP55_lie12,lie,91.1,"mean=91.1, std=6.8, max=104, min=80, range=24","[ 88  88  89  88  88  86  82  80  81  85  89  95 101 104 103  98  93  93
  95  96]"
YW_WILTY_EP55_lie15,lie,86.9,"mean=86.9, std=6.5, max=101, min=77, range=24","[ 89  90  94  98 101  99  95  92  90  89  85  81  78  79  82  84  84  84
  85  88  90  89  87  85  82  79  77  77]"
YW_WILTY_EP55_lie16,lie,88.0,"mean=88.0, std=8.3, max=99, min=75, range=24",[90 90 93 97 99 96 90 85 80 77 75 75 77 79 83 88 92 96 99 99]
YW_WILTY_EP55_lie2,lie,80.8,"mean=80.8, std=5.3, max=89, min=71, range=18",[88 89 89 87 82 78 75 75 78 81 82 82 81 79 75 71]
YW_WILTY_EP55_lie4,lie,80.9,"mean=80.9, std=5.2, max=89, min=73, range=16",[87 84 80 75 73 75 79 83 85 85 82 78 74 73 76 80 84 87 89 89]
YW_WILTY_EP55_lie9,lie,88.2,"mean=88.2, std=5.8, max=106, min=78, range=28","[106 100  93  87  84  85  90  96  95  91  88  86  86  90  94  94  91  87
  85  85  84  82  79  78  80  83  86  87  87  88  88  89]"
YW_WILTY_EP55_truth2,truth,75.2,"mean=75.2, std=4.2, max=85, min=69, range=16","[76 76 75 74 72 70 72 75 79 82 82 77 71 69 70 70 69 69 71 74 78 83 85 82
 78 76 76 77 77 77 77 76 75 73 72 71]"
YW_WILTY_EP55_truth3,truth,75.4,"mean=75.4, std=6.5, max=84, min=63, range=21",[77 78 79 79 81 84 84 79 71 66 63 65 69 74 78 80]
YW_WILTY_EP55_truth6,truth,75.0,"mean=75.0, std=6.9, max=89, min=64, range=25",[82 81 79 77 75 72 68 65 64 65 68 70 72 77 84 89 87 82 79 77 75 72 70 69]
YW_WILTY_EP55_truth7,truth,78.4,"mean=78.4, std=7.7, max=101, min=64, range=37","[101  90  77  67  64  65  68  70  73  78  84  89  88  87  85  84  85  85
  83  81  79  78  78  78  78  78  78  77  77  77  77  77  76  72  70  68]"
YW_WILTY_EP56_lie1,lie,87.8,"mean=87.8, std=7.4, max=101, min=72, range=29","[ 76  84  95 101 100  96  95  97  98  95  88  80  73  72  77  85  93  96
  94  89  85  84  84  84  84  85  85  86  86  87  88  89]"
YW_WILTY_EP56_lie11,lie,81.5,"mean=81.5, std=5.2, max=89, min=69, range=20","[79 79 81 83 85 84 82 79 78 79 81 81 78 73 69 70 76 82 86 88 89 89 87 83
 82 84 87 89]"
YW_WILTY_EP56_lie13,lie,92.5,"mean=92.5, std=6.0, max=105, min=80, range=25","[ 88  88  89  89  89  89  89  90  91  93  93  89  83  80  82  88  94  97
  96  92  89  89  92  97  99  98  96  99 103 105 103 101]"
YW_WILTY_EP56_lie15,lie,88.0,"mean=88.0, std=8.0, max=110, min=75, range=35","[110 102  92  86  83  80  77  75  77  82  88  93  96  95  93  92  91  91
  90  87  84  82  82  83]"
YW_WILTY_EP56_lie2,lie,85.1,"mean=85.1, std=6.3, max=96, min=78, range=18",[90 88 83 79 79 80 81 81 79 78 80 87 94 96 94 93]
YW_WILTY_EP56_lie5,lie,81.2,"mean=81.2, std=5.6, max=89, min=65, range=24","[89 88 88 85 82 81 82 85 87 85 81 77 75 75 78 82 85 86 86 86 85 85 84 83
 80 79 79 79 77 72 68 65]"
YW_WILTY_EP56_lie6,lie,90.8,"mean=90.8, std=6.7, max=105, min=76, range=29","[ 97  97  95  92  89  88  87  87  86  87  88  91  96  99  95  87  79  76
  78  83  88  93  96  95  93  94 100 105]"
YW_WILTY_EP56_truth2,truth,74.8,"mean=74.8, std=7.3, max=93, min=65, range=28","[80 85 91 93 91 89 85 81 78 76 74 71 68 67 68 70 70 70 70 71 71 72 72 72
 70 70 71 73 74 75 76 75 72 69 66 65]"
YW_WILTY_EP56_truth4,truth,79.5,"mean=79.5, std=4.3, max=88, min=73, range=15",[77 76 74 73 74 78 84 88 87 84 84 83 81 80 82 84 83 79 76 76 76 76 76 76]
AN_WILTY_EP15_lie16,lie,90.0,"mean=90.0, std=6.6, max=106, min=79, range=27","[ 84  82  81  86  97 106 106  98  88  81  79  84  92  96  94  87  83  83
  83  84  85  86  87  89  93  96  95  92  89  90  93  94  95  95  94  94]"
AN_WILTY_EP15_lie17,lie,87.3,"mean=87.3, std=5.0, max=95, min=80, range=15",[84 82 80 82 84 86 87 89 93 95 94 92]
AN_WILTY_EP16_lie2,lie,87.6,"mean=87.6, std=3.3, max=98, min=82, range=16",[98 92 87 86 88 90 90 89 88 87 86 87 87 86 83 82 84 86 88 89]
AN_WILTY_EP16_truth8,truth,78.7,"mean=78.7, std=5.7, max=89, min=71, range=18",[77 77 76 75 74 73 72 71 72 74 80 86 89 86 84 86 87 83 77 75]
AN_WILTY_EP16_truth10,truth,81.4,"mean=81.4, std=8.4, max=99, min=71, range=28",[71 72 74 76 78 77 76 75 74 74 78 87 96 99 95 91 89 86 82 79]
AN_WILTY_EP16_truth14,truth,84.4,"mean=84.4, std=10.0, max=103, min=74, range=29",[ 78  81  86  94 102 103  99  92  84  78  75  74  75  76  76  77]
AN_WILTY_EP16_lie20,lie,86.4,"mean=86.4, std=4.4, max=95, min=79, range=16",[91 90 89 87 85 82 79 80 84 87 85 82 84 89 93 95]
AN_WILTY_EP16_lie21,lie,87.6,"mean=87.6, std=6.4, max=100, min=72, range=28","[ 72  77  82  85  85  86  86  86  86  86  86  87  91  96 100  98  94  91
  92  94  93  88  82  80]"
AN_WILTY_EP16_truth22,truth,79.8,"mean=79.8, std=8.0, max=98, min=71, range=27",[94 94 90 84 79 76 73 73 76 82 85 83 79 75 73 73 73 72 71 71 73 79 89 98]
AN_WILTY_EP16_truth24,truth,70.8,"mean=70.8, std=2.9, max=77, min=67, range=10",[74 73 70 68 68 70 70 69 68 67 68 70 71 73 76 77]
AN_WILTY_EP17_lie1,lie,87.7,"mean=87.7, std=7.3, max=95, min=65, range=30","[90 92 94 95 94 92 91 90 90 91 91 91 90 90 89 87 83 76 68 65 69 79 90 94
 89 83 85 91 95 94 91 89 89 90 90 90]"
AN_WILTY_EP17_truth5,truth,80.0,"mean=80.0, std=6.2, max=90, min=69, range=21",[76 77 81 85 87 84 77 71 69 71 77 85 90 88 83 79]
AN_WILTY_EP17_truth6,truth,77.7,"mean=77.7, std=6.3, max=89, min=69, range=20",[76 76 76 78 82 87 89 84 75 70 69 70]
AN_WILTY_EP17_lie9,lie,88.0,"mean=88.0, std=5.2, max=97, min=80, range=17",[96 97 97 94 89 85 84 87 91 91 88 85 84 82 80 80 83 87 90 91]
AN_WILTY_EP17_truth10,truth,77.3,"mean=77.3, std=7.9, max=95, min=61, range=34","[77 77 78 78 79 78 78 76 74 69 63 61 62 66 70 74 79 86 92 95 92 85 78 74
 73 76 81 84 83 80 78 77]"
AN_WILTY_EP17_lie13,lie,89.1,"mean=89.1, std=8.6, max=101, min=70, range=31","[ 93  93  95  97  98  97  95  92  91  90  89  88  86  82  78  73  71  70
  71  74  79  87  94  99 101  99  95  91  89  89  91  95  97  95  92  90]"
AN_WILTY_EP18_truth1,truth,74.8,"mean=74.8, std=3.8, max=80, min=69, range=11",[77 75 71 69 69 70 70 72 77 80 79 75 72 72 74 77 78 79 80 80]
AN_WILTY_EP18_truth2,truth,76.1,"mean=76.1, std=6.9, max=93, min=65, range=28","[87 91 93 89 83 79 77 76 73 71 69 67 66 65 65 69 76 83 86 82 76 73 73 73
 74 74 74 72 71 73 75 77 77 77 77 77]"
AN_WILTY_EP18_truth4,truth,80.8,"mean=80.8, std=7.9, max=106, min=73, range=33","[106  97  89  86  86  83  78  74  73  73  74  74  75  77  81  85  85  82
  80  78  77  76  76  75]"
AN_WILTY_EP18_lie9,lie,85.4,"mean=85.4, std=8.9, max=96, min=68, range=28",[68 69 73 77 82 85 86 88 88 89 90 91 93 95 96 96]
AN_WILTY_EP18_lie10,lie,85.8,"mean=85.8, std=5.7, max=101, min=74, range=27","[101  95  86  81  82  85  86  85  81  77  74  74  76  79  83  86  88  87
  86  85  85  86  87  88  89  90  90  91  90  90  90  91]"
AN_WILTY_EP18_lie14,lie,92.3,"mean=92.3, std=8.6, max=116, min=79, range=37","[ 79  80  83  87  90  94  99 100  98  94  90  88  86  85  85  86  88  91
  93  91  88  87  91  97 102 106 111 116]"
AN_WILTY_EP18_lie15,lie,81.8,"mean=81.8, std=3.8, max=87, min=73, range=14",[81 81 83 85 87 87 87 85 82 79 78 80 82 82 77 73]
AN_WILTY_EP18_lie18,lie,91.0,"mean=91.0, std=8.2, max=107, min=80, range=27","[ 92  96 101 106 107 104  99  93  89  87  87  86  84  81  80  81  85  87
  88  88]"
AN_WILTY_EP18_lie20,lie,90.4,"mean=90.4, std=6.0, max=99, min=79, range=20",[96 99 99 93 84 79 80 84 87 89 91 94 95 94 92 90]
AN_WILTY_EP19_lie1,lie,82.1,"mean=82.1, std=3.3, max=87, min=77, range=10",[84 81 79 79 82 85 87 87 85 81 78 77]
AN_WILTY_EP19_lie2,lie,84.9,"mean=84.9, std=7.3, max=95, min=59, range=36","[88 88 88 87 84 82 83 87 91 94 93 89 87 86 85 81 79 81 84 86 86 85 85 86
 89 93 95 93 89 87 86 84 80 72 64 59]"
AN_WILTY_EP19_truth5,truth,82.0,"mean=82.0, std=7.5, max=97, min=70, range=27","[70 70 71 73 74 74 76 80 85 88 87 85 87 89 85 80 79 83 88 91 94 97 97 92
 86 81 79 78 77 77 76 76]"
AN_WILTY_EP19_lie7,lie,87.7,"mean=87.7, std=2.1, max=90, min=84, range=6",[85 84 84 87 89 90 89 89 89 89 89 88]
AN_WILTY_EP19_lie8,lie,87.7,"mean=87.7, std=5.1, max=99, min=79, range=20","[99 95 89 83 81 83 85 85 84 84 83 85 89 95 98 96 91 88 87 88 90 90 88 82
 79 79 82 87 89 90 91 91]"
AN_WILTY_EP19_lie9,lie,85.8,"mean=85.8, std=7.2, max=100, min=65, range=35","[ 91  89  86  85  87  88  89  88  88  87  87  85  81  77  75  77  81  85
  86  88  92  97 100  97  92  89  89  88  86  79  71  65]"
AN_WILTY_EP19_lie15,lie,88.2,"mean=88.2, std=8.8, max=112, min=76, range=36","[ 81  89  96  97  93  89  87  87  86  85  84  83  80  77  76  79  86  94
 104 112]"
AN_WILTY_EP19_lie18,lie,89.0,"mean=89.0, std=5.4, max=101, min=80, range=21","[ 87  86  85  85  87  91  92  90  89  92  98 101  98  93  88  83  80  82
  85  87]"
AN_WILTY_EP20_truth3,truth,75.5,"mean=75.5, std=5.7, max=91, min=68, range=23","[78 79 78 78 77 75 74 73 73 73 72 70 69 70 71 74 78 85 91 91 85 78 75 74
 74 72 69 68 71 77 81 81 76 71 69 69]"
AN_WILTY_EP20_lie6,lie,88.2,"mean=88.2, std=7.6, max=104, min=72, range=32","[104 102  98  92  89  91  95  97  93  88  85  84  85  86  87  88  89  89
  87  83  80  78  75  72]"
AN_WILTY_EP20_lie7,lie,81.6,"mean=81.6, std=4.0, max=86, min=73, range=13",[86 83 81 82 84 86 86 85 81 76 73 73 78 83 86 85 82 79 81 83]
AN_WILTY_EP20_truth11,truth,80.2,"mean=80.2, std=7.6, max=91, min=67, range=24",[80 83 88 91 91 90 88 84 78 75 74 75 75 74 70 67]
AN_WILTY_EP20_lie12,lie,91.2,"mean=91.2, std=7.6, max=109, min=78, range=31","[ 88  89  90  94  99 102  99  94  88  84  80  78  80  83  85  86  89  93
  96  94  92  94 102 109]"
AN_WILTY_EP21_lie10,lie,84.0,"mean=84.0, std=4.4, max=91, min=76, range=15","[89 89 88 87 86 86 86 86 85 85 84 82 79 77 78 84 90 91 87 81 79 80 83 83
 80 77 76 78 83 87 90 91]"
AN_WILTY_EP21_lie13,lie,87.0,"mean=87.0, std=7.4, max=105, min=77, range=28","[ 91  91  90  89  88  87  86  86  85  84  81  78  77  77  79  79  79  81
  84  86  86  85  87  94 102 105 101  97]"
AN_WILTY_EP21_lie15,lie,83.4,"mean=83.4, std=7.7, max=94, min=67, range=27",[88 88 87 83 76 70 67 69 75 82 90 94 92 88 85 84 85 87 89 90]
AN_WILTY_EP24_lie4,lie,86.8,"mean=86.8, std=8.9, max=99, min=70, range=29","[91 89 86 81 78 79 82 83 81 77 73 70 72 76 82 86 88 90 92 96 99 98 97 98
 99 98 95 94]"
AN_WILTY_EP24_lie5,lie,88.6,"mean=88.6, std=6.2, max=99, min=78, range=21","[87 87 87 86 85 83 80 78 80 82 83 84 84 85 84 83 83 87 92 94 95 96 98 99
 98 97 95 93 93 95 98 97 91 85 83 84]"
AN_WILTY_EP24_lie7,lie,92.4,"mean=92.4, std=9.0, max=112, min=79, range=33","[ 90  90  90  91  91  89  85  81  79  80  83  86  88  94 103 111 112 107
 102 100  96  92  89  88]"
AN_WILTY_EP26_truth2,truth,81.0,"mean=81.0, std=5.5, max=92, min=72, range=20",[76 76 76 76 75 75 77 82 89 92 87 79 73 72 76 83 87 86 83 83 85 87 85 83]
AN_WILTY_EP26_truth4,truth,79.0,"mean=79.0, std=9.3, max=102, min=63, range=39","[102  99  93  87  81  77  76  75  74  74  73  72  72  71  69  66  63  63
  68  75  83  86  85  82  80  79  79  80  82  86  88  89]"
AN_WILTY_EP26_truth5,truth,72.0,"mean=72.0, std=3.4, max=77, min=65, range=12","[75 74 73 74 75 77 77 76 76 75 74 73 72 70 69 69 70 71 70 68 65 65 67 72
 75 75 71 68]"
AN_WILTY_EP26_truth9,truth,80.5,"mean=80.5, std=4.4, max=88, min=72, range=16",[81 84 86 84 80 79 81 86 88 85 80 79 83 86 85 80 76 73 72 73 76 78 78 78]
AN_WILTY_EP26_truth10,truth,73.5,"mean=73.5, std=5.7, max=87, min=66, range=21",[82 85 87 85 79 74 72 72 74 74 71 69 69 70 71 71 72 72 72 72 71 68 67 66]
AN_WILTY_EP27_lie2,lie,87.7,"mean=87.7, std=7.0, max=102, min=78, range=24","[ 88  88  92  99 102 100  94  90  87  84  83  81  81  79  78  78  82  87
  90  91]"
AN_WILTY_EP27_truth7,truth,75.2,"mean=75.2, std=5.8, max=87, min=65, range=22",[74 72 72 74 77 78 77 77 76 75 74 72 69 66 65 70 80 87 87 83]
AN_WILTY_EP27_truth10,truth,82.2,"mean=82.2, std=8.9, max=101, min=73, range=28","[ 75  78  82  88  91  88  83  78  76  75  75  74  73  73  74  78  87  97
 101  99]"
AN_WILTY_EP27_truth15,truth,79.6,"mean=79.6, std=8.2, max=98, min=67, range=31","[77 78 78 78 77 74 71 68 67 67 69 71 73 73 75 80 88 95 96 91 85 82 83 84
 82 79 77 77 79 84 92 98]"
AN_WILTY_EP28_lie4,lie,86.8,"mean=86.8, std=7.2, max=99, min=77, range=22",[88 85 80 77 78 80 80 80 82 90 98 99 96 93 91 91]
AN_WILTY_EP28_truth9,truth,75.9,"mean=75.9, std=5.7, max=85, min=68, range=17",[75 75 73 71 69 68 71 76 82 85 84 82]
AN_WILTY_EP28_truth10,truth,73.9,"mean=73.9, std=4.7, max=82, min=63, range=19","[76 74 72 71 71 72 71 68 65 63 64 66 70 75 80 82 79 75 74 75 75 76 77 76
 75 74 75 78 79 79 79 78]"
AN_WILTY_EP28_truth12,truth,75.1,"mean=75.1, std=4.8, max=84, min=70, range=14",[70 70 70 70 71 72 73 74 74 74 75 79 83 84 82 80]
YW_WILTY_EP43_truth2,truth,73.1,"mean=73.1, std=4.3, max=82, min=65, range=17","[76 77 77 77 75 74 74 75 76 75 73 71 70 71 71 71 71 72 75 79 82 79 74 69
 66 65 65 66]"
YW_WILTY_EP43_lie13,lie,86.4,"mean=86.4, std=6.9, max=98, min=71, range=27",[81 90 98 98 94 89 88 88 87 86 85 85 85 82 76 71]
YW_WILTY_EP43_lie14,lie,87.4,"mean=87.4, std=5.9, max=96, min=79, range=17",[85 82 79 80 83 85 87 89 93 96 96 94]
YW_WILTY_EP44_lie2,lie,84.0,"mean=84.0, std=6.1, max=94, min=70, range=24",[70 74 83 90 94 93 90 89 88 87 86 85 84 81 78 77 79 82 85 86]
YW_WILTY_EP44_lie5,truth,80.6,"mean=80.6, std=6.9, max=94, min=70, range=24","[88 87 83 77 73 73 74 75 76 76 76 75 75 77 82 87 89 85 80 76 74 75 78 85
 92 94 91 85 77 71 70 73 80 87 92 93]"
YW_WILTY_EP44_truth4,truth,73.5,"mean=73.5, std=7.0, max=91, min=62, range=29","[78 78 78 79 80 83 89 91 86 75 66 62 63 67 70 71 72 73 72 72 71 69 68 67
 67 68 68 69 72 75 77 77]"
YW_WILTY_EP45_lie5,lie,91.8,"mean=91.8, std=11.6, max=111, min=76, range=35",[ 84  82  78  76  78  82  85  87  90  95 102 108 111 109 103  98]
YW_WILTY_EP45_lie7,lie,86.1,"mean=86.1, std=3.3, max=92, min=83, range=9",[90 90 91 92 92 90 86 83 83 84 85 84 83 85 86 85 83 83 83 84]
YW_WILTY_EP45_lie8,lie,85.2,"mean=85.2, std=7.2, max=92, min=71, range=21",[92 92 91 90 88 85 81 76 71 71 78 87 92 92 90 88]
YW_WILTY_EP45_truth2,truth,71.7,"mean=71.7, std=4.0, max=77, min=66, range=11",[77 75 73 69 67 66 66 68 72 75 76 76]
YW_WILTY_EP45_lie13,lie,84.5,"mean=84.5, std=7.1, max=98, min=70, range=28","[89 89 89 89 88 88 87 87 86 86 84 80 75 70 72 81 91 98 97 93 90 87 84 80
 77 75 76 77]"
YW_WILTY_EP45_lie19,lie,92.0,"mean=92.0, std=3.3, max=101, min=88, range=13","[ 92  93  92  91  90  89  88  91  97 101  99  94  91  90  90  90  90  90
  90  91]"
YW_WILTY_EP46_truth10,truth,78.7,"mean=78.7, std=4.8, max=93, min=72, range=21",[78 77 77 77 78 79 79 79 78 78 77 76 74 73 72 75 80 83 80 75 76 84 91 93]
YW_WILTY_EP47_lie3,lie,85.5,"mean=85.5, std=7.5, max=97, min=71, range=26",[88 89 91 95 97 95 90 86 82 76 71 73 78 84 86 87]
YW_WILTY_EP47_lie5,lie,88.3,"mean=88.3, std=7.3, max=102, min=79, range=23",[102 101  96  89  82  79  80  83  86  87  87  88]
YW_WILTY_EP47_truth3,truth,77.1,"mean=77.1, std=11.0, max=113, min=66, range=47","[113 108 102  97  91  84  78  76  76  76  76  75  74  74  74  74  73  73
  73  73  72  72  71  70  70  71  72  72  71  69  67  66  68  71  75  77]"
YW_WILTY_EP47_lie13,lie,85.8,"mean=85.8, std=8.4, max=100, min=68, range=32","[ 93  93  95  99 100  96  88  78  70  68  69  73  76  79  81  82  82  82
  82  82  82  85  91  93  92  90  90  91  91  91  91  90]"
YW_WILTY_EP47_lie14,lie,87.1,"mean=87.1, std=7.9, max=109, min=74, range=35","[ 92  91  89  89  88  87  85  82  79  75  74  76  80  83  85  86  88  89
  88  87  89  95 104 109]"
YW_WILTY_EP47_lie20,lie,86.8,"mean=86.8, std=5.7, max=99, min=76, range=23","[85 82 81 82 85 87 88 91 93 92 86 80 79 82 84 84 85 86 87 89 92 97 99 98
 93 87 81 76]"
YW_WILTY_EP48_truth4,truth,71.6,"mean=71.6, std=2.4, max=77, min=67, range=10",[67 69 72 76 77 76 73 71 71 72 73 73 73 73 72 71 70 68 68 69 71 71 71 71]
YW_WILTY_EP48_lie2,lie,87.0,"mean=87.0, std=6.8, max=99, min=75, range=24","[90 90 90 90 90 91 93 95 93 86 78 75 77 80 82 83 82 79 76 75 77 80 83 85
 87 88 89 94 99 99 95 92 92 92 93 93]"
YW_WILTY_EP49_lie5,lie,94.2,"mean=94.2, std=5.3, max=108, min=90, range=18",[108 102  94  91  91  93  95  94  92  90  90  90]
YW_WILTY_EP50_truth2,truth,82.6,"mean=82.6, std=8.1, max=101, min=71, range=30","[ 81  84  89  95  99 101  98  90  83  78  75  74  72  71  71  73  77  83
  86  84  79  77  79  83  86  84  81  80]"
YW_WILTY_EP50_truth3,truth,82.3,"mean=82.3, std=6.8, max=95, min=72, range=23","[75 75 74 73 72 74 81 86 86 84 86 91 95 93 87 80 76 75 75 76 79 83 86 88
 89 92 95 93 88 84 81 80 79 78 77 77]"
YW_WILTY_EP50_lie10,lie,86.0,"mean=86.0, std=6.6, max=100, min=77, range=23","[100  99  97  95  92  88  83  79  78  77  77  79  81  84  86  89  94  96
  91  83  78  78  82  85  87  88  88  88  86  83  81  80]"
YW_WILTY_EP50_truth12,truth,71.2,"mean=71.2, std=3.8, max=77, min=64, range=13",[67 65 64 65 68 71 74 75 75 74 72 71 70 69 70 72 73 75 76 77]
YW_WILTY_EP50_truth15,truth,80.6,"mean=80.6, std=8.7, max=106, min=74, range=32",[106  97  87  82  79  77  76  75  75  76  80  80  77  74  74  75]
YW_WILTY_EP51_lie3,lie,86.3,"mean=86.3, std=6.2, max=96, min=78, range=18",[90 90 90 89 86 81 78 78 79 79 80 85 92 96 95 93]
YW_WILTY_EP51_lie9,lie,84.1,"mean=84.1, std=9.5, max=108, min=62, range=46","[ 62  68  77  84  87  87  87  86  85  84  83  83  83  82  80  79  84  92
 101 108]"
YW_WILTY_EP52_lie2,lie,86.9,"mean=86.9, std=9.0, max=103, min=76, range=27","[ 93  93  95  98 101 102 103 102  99  95  91  89  87  86  85  85  84  83
  81  78  76  77  78  78  76  76  78  81  83  81  78  77  79  85  94 103]"
YW_WILTY_EP52_lie8,lie,85.9,"mean=85.9, std=6.9, max=97, min=75, range=22",[88 91 95 97 95 90 87 87 87 87 85 81 77 75 75 77]
YW_WILTY_EP53_truth3,truth,76.5,"mean=76.5, std=7.8, max=95, min=64, range=31","[64 68 72 75 75 75 75 78 83 85 80 73 68 66 65 65 66 69 72 74 75 75 75 76
 76 77 78 78 79 81 84 90 95 94 89 84]"
YW_WILTY_EP53_lie10,lie,90.8,"mean=90.8, std=7.1, max=104, min=77, range=27","[ 94  97 100 102 104 104 101  95  91  88  84  81  80  85  94 100  99  93
  86  83  83  84  85  86  87  87  88  89  89  90  93  96  97  93  84  77]"
YW_WILTY_EP54_lie4,lie,87.1,"mean=87.1, std=6.8, max=98, min=76, range=22","[90 88 84 82 84 88 91 92 92 94 96 97 94 89 84 79 76 76 77 77 77 79 83 88
 89 85 80 79 84 93 98 98 94 92 92 93]"
YW_WILTY_EP55_truth1,truth,77.8,"mean=77.8, std=8.2, max=92, min=69, range=23",[76 75 73 71 69 69 71 76 81 88 92 92]
YW_WILTY_EP56_lie14,lie,85.8,"mean=85.8, std=6.1, max=98, min=75, range=23","[98 94 89 86 86 88 91 94 96 94 90 87 84 81 77 75 78 82 84 86 86 86 84 80
 77 76 77 81 86 89 91 92]"
SB_WILTY_EP35_truth6,truth,86.4,"mean=86.4, std=8.4, max=105, min=77, range=28","[ 78  78  77  77  78  81  86  89  87  85  88  90  86  81  79  84  94 103
 105 101]"
SB_WILTY_EP36_truth5,truth,76.8,"mean=76.8, std=1.6, max=79, min=74, range=5",[79 78 77 76 78 79 78 76 74 74 76 77]
SB_WILTY_EP37_lie2,lie,95.3,"mean=95.3, std=6.9, max=105, min=83, range=22","[102 101  97  91  86  84  83  85  89  97 103 105 103 102 102 100  96  94
  93  93]"
SB_WILTY_EP37_lie5,lie,81.3,"mean=81.3, std=6.5, max=91, min=71, range=20",[71 76 79 77 72 71 75 80 82 83 82 79 76 75 78 82 86 88 89 89 90 90 91 91]
SB_WILTY_EP38_truth1,truth,77.5,"mean=77.5, std=7.7, max=93, min=64, range=29","[78 78 78 77 76 73 71 72 73 74 74 73 73 75 79 86 91 90 88 85 77 69 64 64
 66 68 71 73 75 78 83 90 93 91 84 80]"
SB_WILTY_EP41_truth3,truth,79.5,"mean=79.5, std=6.6, max=93, min=71, range=22","[78 78 77 76 76 76 75 74 73 73 75 80 84 82 77 75 78 86 91 93 93 93 88 81
 74 71 73 75]"
SB_WILTY_EP41_lie6,lie,87.8,"mean=87.8, std=7.1, max=100, min=75, range=25","[ 94  97 100  99  96  94  92  90  86  82  80  82  88  92  94  91  86  81
  77  75  77  82  85  87]"
SB_WILTY_EP41_lie7,lie,82.6,"mean=82.6, std=3.2, max=88, min=76, range=12","[85 82 81 83 83 82 82 83 84 85 84 85 84 84 82 79 77 79 83 85 84 81 79 80
 81 80 77 76 77 82 86 88 88 88 87 87]"
SB_WILTY_EP41_lie8,lie,87.7,"mean=87.7, std=5.7, max=97, min=72, range=25",[88 91 95 97 93 87 84 85 89 93 94 89 84 84 87 90 89 85 78 72]
SB_WILTY_EP41_lie9,lie,88.2,"mean=88.2, std=2.0, max=90, min=84, range=6",[89 89 89 89 88 85 84 86 89 90 90 90]
SB_WILTY_EP41_lie12,lie,86.4,"mean=86.4, std=8.4, max=107, min=69, range=38","[ 69  72  77  83  88  92  95  99  99  93  84  78  78  81  84  84  84  83
  83  83  84  85  86  87  89  93 100 107]"
